timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021-05-05,340123.92313500,371222.93831400,338173.83000000,367171.82039700,53205.05000000,58069.82000000,52900.00000000,57436.11000000,77263.92343900,77263.92343900
2021-05-04,365466.75945300,365662.44000000,339111.57516300,340091.70392700,57169.39000000,57200.00000000,53046.69000000,53200.01000000,85324.62590300,85324.62590300
2021-05-03,361687.52306700,377050.65148800,360772.02450000,365466.75945300,56578.21000000,58981.44000000,56435.00000000,57169.39000000,57649.93128600,57649.93128600
2021-05-02,369481.11934500,370207.77755400,358216.54267500,361687.52306700,57797.35000000,57911.02000000,56035.25000000,56578.21000000,36812.87886300,36812.87886300
2021-05-01,368841.21007500,373704.90408900,364103.51617800,369500.42529900,57697.25000000,58458.07000000,56956.14000000,57800.37000000,42600.35183600,42600.35183600
2021-04-30,342361.04850000,370540.07010000,338896.26902700,368822.15982900,53555.00000000,57963.00000000,53013.01000000,57694.27000000,68578.91004500,68578.91004500
2021-04-29,350615.49452100,352850.44636800,334536.00013800,342361.04850000,54846.23000000,55195.84000000,52330.94000000,53555.00000000,52486.01945500,52486.01945500
2021-04-28,351675.02061900,360727.27560000,344011.38793200,350615.43059400,55011.97000000,56428.00000000,53813.16000000,54846.22000000,55130.45901500,55130.45901500
2021-04-27,345214.62192600,354539.14200000,340232.27940000,351675.02061900,54001.38000000,55460.00000000,53222.00000000,55011.97000000,54064.03467500,54064.03467500
2021-04-26,313669.07665200,347485.56467400,311666.11588800,345214.68585300,49066.76000000,54356.62000000,48753.44000000,54001.39000000,86310.80212400,86310.80212400
2021-04-25,319940.82676800,323265.47825700,300009.41100000,313669.14057900,50047.84000000,50567.91000000,46930.00000000,49066.77000000,58255.64500400,58255.64500400
2021-04-24,326734.47691200,327090.29459400,311050.49887800,319940.82676800,51110.56000000,51166.22000000,48657.14000000,50047.84000000,55361.51257300,55361.51257300
2021-04-23,330444.73606500,333263.27749500,303653.25000000,326827.68247800,51690.95000000,52131.85000000,47500.00000000,51125.14000000,132230.78071900,132230.78071900
2021-04-22,343848.11837400,354932.16519600,322831.35000000,330444.79999200,53787.62000000,55521.48000000,50500.00000000,51690.96000000,104656.63133700,104656.63133700
2021-04-21,360708.09750000,362836.29125700,342239.71505400,343848.18230100,56425.00000000,56757.91000000,53536.02000000,53787.63000000,66984.75690900,66984.75690900
2021-04-20,355645.97407800,364871.27944800,340922.43529200,360708.09750000,55633.14000000,57076.24000000,53329.96000000,56425.00000000,72744.48215100,72744.48215100
2021-04-19,358950.16892700,367751.63828700,346622.29446600,355645.97407800,56150.01000000,57526.81000000,54221.58000000,55633.14000000,78229.04226700,78229.04226700
2021-04-18,383604.63930900,386751.95730000,325588.52151000,358950.16892700,60006.67000000,60499.00000000,50931.30000000,56150.01000000,124882.13182400,124882.13182400
2021-04-17,392095.03988700,399582.42583500,380882.88335700,383604.57538200,61334.81000000,62506.05000000,59580.91000000,60006.66000000,58912.25612800,58912.25612800
2021-04-16,403754.87719800,406068.20354700,383562.00000000,392094.97596000,63158.74000000,63520.61000000,60000.00000000,61334.80000000,91764.13988400,91764.13988400
2021-04-15,402481.38743100,407854.26000000,396475.25400000,403762.80414600,62959.53000000,63800.00000000,62020.00000000,63159.98000000,51649.70034000,51649.70034000
2021-04-14,406415.96642700,414592.16580000,391878.90270000,402481.38743100,63575.01000000,64854.00000000,61301.00000000,62959.53000000,82616.34399300,82616.34399300
2021-04-13,382667.08592700,407712.15027900,382316.38240500,406415.90250000,59860.01000000,63777.77000000,59805.15000000,63575.00000000,82848.68874600,82848.68874600
2021-04-12,383554.32876000,391872.51000000,379410.51669300,382667.02200000,59998.80000000,61300.00000000,59350.59000000,59860.00000000,56375.03711700,56375.03711700
2021-04-11,382086.11735100,388030.49730000,378655.73060400,383577.53426100,59769.13000000,60699.00000000,59232.52000000,60002.43000000,41156.71539100,41156.71539100
2021-04-10,371687.87938500,393151.05000000,370137.39392700,382086.11735100,58142.55000000,61500.00000000,57900.01000000,59769.13000000,69906.42411700,69906.42411700
2021-04-09,371272.16210400,376497.42723000,368564.72580000,371687.81545800,58077.52000000,58894.90000000,57654.00000000,58142.54000000,40831.88491100,40831.88491100
2021-04-08,357693.55588800,371756.66483700,356073.39000000,371272.16210400,55953.44000000,58153.31000000,55700.00000000,58077.52000000,44283.14701900,44283.14701900
2021-04-07,370712.86478100,374963.81850000,354622.24710000,357693.61981500,57990.03000000,58655.00000000,55473.00000000,55953.45000000,71228.40565900,71228.40565900
2021-04-06,378000.28707300,380335.22074800,367024.21295400,370720.02460500,59129.99000000,59495.24000000,57413.02000000,57991.15000000,54201.00072700,54201.00072700
2021-04-05,372067.98932700,378908.11440000,362963.25027900,378000.28707300,58202.01000000,59272.00000000,56777.77000000,59129.99000000,54258.01579000,54258.01579000
2021-04-04,364716.00076500,373927.24219500,360471.56760000,372067.98932700,57051.95000000,58492.85000000,56388.00000000,58202.01000000,41314.08197300,41314.08197300
2021-04-03,376849.72892700,382230.52844400,363616.77600000,364715.93683800,58950.01000000,59791.72000000,56880.00000000,57051.94000000,47409.85211300,47409.85211300
2021-04-02,375382.22071500,384840.54000000,373516.31943900,376849.72892700,58720.45000000,60200.00000000,58428.57000000,58950.01000000,47382.41878100,47382.41878100
2021-04-01,375503.74594200,380301.72300000,370363.95121500,375382.15678800,58739.46000000,59490.00000000,57935.45000000,58720.44000000,47415.61722000,47415.61722000
2021-03-31,375549.19803900,382283.46000000,362907.18630000,375510.71398500,58746.57000000,59800.00000000,56769.00000000,58740.55000000,60975.54266600,60975.54266600
2021-03-30,368446.20514200,379521.81360000,364840.01914500,375549.19803900,57635.46000000,59368.00000000,57071.35000000,58746.57000000,55122.44312200,55122.44312200
2021-03-29,356569.78315500,373370.88551400,350320.02392700,368446.26906900,55777.65000000,58405.82000000,54800.01000000,57635.47000000,67857.93739800,67857.93739800
2021-03-28,356822.23087800,361569.51382500,349628.52556800,356569.65530100,55817.14000000,56559.75000000,54691.84000000,55777.63000000,39050.38751100,39050.38751100
2021-03-27,351762.08919300,362468.39137200,344886.16500000,356822.23087800,55025.59000000,56700.36000000,53950.00000000,55817.14000000,50105.47505500,50105.47505500
2021-03-26,327905.74740600,352068.10774200,327399.57342000,351762.08919300,51293.78000000,55073.46000000,51214.60000000,55025.59000000,63813.77469200,63813.77469200
2021-03-25,334361.60728200,340647.80490000,322368.26281200,327905.74740600,52303.66000000,53287.00000000,50427.56000000,51293.78000000,87400.53453800,87400.53453800
2021-03-24,347397.21756000,365662.44000000,330502.59000000,334361.54335500,54342.80000000,57200.00000000,51700.00000000,52303.65000000,83537.46502100,83537.46502100
2021-03-23,345737.99227500,356910.19443000,338813.10000000,347385.00750300,54083.25000000,55830.90000000,53000.00000000,54340.89000000,59789.36542700,59789.36542700
2021-03-22,366631.31761200,373530.12767100,342968.35500000,345737.99227500,57351.56000000,58430.73000000,53650.00000000,54083.25000000,62581.62616900,62581.62616900
2021-03-21,371415.99785400,374542.53957000,354475.91819700,366631.31761200,58100.02000000,58589.10000000,55450.11000000,57351.56000000,48564.47027400,48564.47027400
2021-03-20,370968.44492700,382794.87600000,369627.00075900,371430.44535600,58030.01000000,59880.00000000,57820.17000000,58102.28000000,44476.94177600,44476.94177600
2021-03-19,368481.62070000,380161.08360000,359721.95959800,370968.44492700,57641.00000000,59468.00000000,56270.74000000,58030.01000000,52392.65296100,52392.65296100
2021-03-18,376612.94331900,384392.85921900,364530.93210000,368527.39243200,58912.97000000,60129.97000000,57023.00000000,57648.16000000,66580.40667500,66580.40667500
2021-03-17,363749.36059800,377007.75647100,345996.51306300,376612.94331900,56900.74000000,58974.73000000,54123.69000000,58912.97000000,70421.62084100,70421.62084100
2021-03-16,355467.36204000,363989.40648300,340547.69521800,363749.42452500,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500,77986.69435500
2021-03-15,377016.38661600,387611.32796100,349041.42000000,355467.36204000,58976.08000000,60633.43000000,54600.00000000,55605.20000000,102771.42729800,102771.42729800
2021-03-14,391158.95682600,394588.06503300,376956.93450600,376966.71533700,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000,52601.05275000
2021-03-13,365801.28944400,395350.13880000,358491.30092100,391159.02075300,57221.72000000,61844.00000000,56078.23000000,61188.39000000,83245.09134600,83245.09134600
2021-03-12,369326.41600500,371297.66897700,351360.94726800,365801.28944400,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700,73405.40604700
2021-03-11,357042.45939300,371735.50500000,346949.85641400,369326.47993200,55851.59000000,58150.00000000,54272.82000000,57773.16000000,81914.81285900,81914.81285900
2021-03-10,350797.30290900,366862.28586300,338845.06350000,357042.45939300,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300,84749.23894300
2021-03-09,334818.81318600,350927.26650000,331074.16130700,350860.14315000,52375.18000000,54895.00000000,51789.41000000,54884.50000000,71656.73707600,71656.73707600
2021-03-08,325766.30249700,334995.25170600,314998.18290900,334818.74925900,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,66987.35966400
2021-03-07,312489.23994000,328904.60678100,312489.23994000,325847.10622500,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200,55235.02803200
2021-03-06,311623.73228700,314520.84000000,300904.38900000,312489.23994000,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,44399.23424200
2021-03-05,309241.04514300,316112.17481100,295982.01000000,311655.05651700,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200,78192.49637200
2021-03-04,321868.41759900,330974.88267600,303653.25000000,309241.04514300,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,82649.71682900
2021-03-03,309640.71674700,336511.72800000,307493.40881700,321868.41759900,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500,81035.91370500
2021-03-02,317050.81495200,320913.54000000,300761.19252000,309666.54325500,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,64221.06214000
2021-03-01,288528.82499700,318292.53300000,287355.25313100,316995.00668100,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800,85086.11164800
2021-02-28,294726.93120900,298145.68324200,274886.10000000,288538.73368200,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,83055.36904200
2021-02-27,295834.21077600,309368.32380000,287671.50000000,294744.57506100,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200,66060.83429200
2021-02-26,300928.23377100,309560.80799700,281961.41250600,295834.14684900,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,109423.20066300
2021-02-25,317565.10766700,332687.16737100,298375.05331800,300928.23377100,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100,83310.67312100
2021-02-24,312545.49570000,328424.89857300,300384.59856300,317565.04374000,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,91881.20925200
2021-02-23,345766.24800900,346379.43579300,286984.66831200,312545.49570000,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100,169375.02505100
2021-02-22,367019.92984500,367634.39616900,304433.15940000,345766.24800900,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,134019.43494400
2021-02-21,356975.97531300,373031.94456000,354651.58959300,366995.76543900,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100,58166.70851100
2021-02-20,357390.28620000,368861.73064200,344335.94531100,356975.97531300,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,80948.20531400
2021-02-19,329560.36994700,360343.71360000,324175.09554000,357390.28620000,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000,79659.77802000
2021-02-18,333172.62900900,335808.53100000,325400.57613000,329560.30602000,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,60758.04695400
2021-02-17,314095.40581500,336375.81919800,312903.48690000,333185.67011700,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800,85743.63781800
2021-02-16,306281.28897000,324040.72098600,300480.04157400,314095.40581500,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,88813.26629800
2021-02-15,310560.37056900,313312.10828400,291320.38923300,306281.28897000,48580.47000000,49010.92000000,45570.79000000,47911.10000000,79398.15678400,79398.15678400
2021-02-14,301459.14750600,317764.68776100,300547.48455900,310543.23813300,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300,73735.47553300
2021-02-13,302362.88350500,307808.50500000,295358.91353100,301439.39406300,47298.15000000,48150.00000000,46202.53000000,47153.69000000,63768.09739900,63768.09739900
2021-02-12,306649.25278200,313151.52366000,294863.28750000,302295.44052000,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700,85870.03569700
2021-02-11,286441.41666600,311189.60403000,281240.57165400,306654.68657700,44807.58000000,48678.90000000,43994.02000000,47969.51000000,89561.08145400,89561.08145400
2021-02-10,296751.81893400,302438.63700000,279533.59290000,286441.41666600,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000,97154.18220000
2021-02-09,296460.56752200,307758.57801300,287422.76004300,296751.81893400,46374.86000000,48142.19000000,44961.09000000,46420.42000000,115499.86171200,115499.86171200
2021-02-08,248009.20746300,299142.88051500,242851.57710300,296460.63144900,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400,138597.53691400
2021-02-07,250472.44262700,253790.19000000,238773.73770000,248009.20746300,39181.01000000,39700.00000000,37351.00000000,38795.69000000,84363.67976300,84363.67976300
2021-02-06,244772.13596400,261816.28877700,244303.03963800,250510.35133800,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300,98757.31118300
2021-02-05,236124.92245500,244905.10412400,233781.03900000,244778.01724800,36936.65000000,38310.12000000,36570.00000000,38290.24000000,66681.33427500,66681.33427500
2021-02-04,240495.03610200,247450.35762900,231172.49776500,236124.98638200,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800,92080.73589800
2021-02-03,226766.39321700,240765.89480100,226061.08662600,240486.15024900,35472.71000000,37662.63000000,35362.38000000,37618.87000000,80784.33366300,80784.33366300
2021-02-02,214264.70124300,230037.02639100,213631.24860000,226725.03244800,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000,78056.65988000
2021-02-01,211553.42931900,221937.09192900,206459.66203200,214324.02549900,33092.97000000,34717.27000000,32296.16000000,33526.37000000,82718.27688200,82718.27688200
2021-01-31,219032.37690300,219542.51436300,205663.83480900,211553.49324600,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400,68742.28038400
2021-01-30,218926.19415600,223316.18910000,209840.37750000,219032.31297600,34246.28000000,34933.00000000,32825.00000000,34262.88000000,84889.68134000,84889.68134000
2021-01-29,213312.76428600,246322.87713000,204025.57758000,218964.03894000,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600,231827.00562600
2021-01-28,194096.37201300,215970.84894600,190771.59267000,213291.54052200,30362.19000000,33783.98000000,29842.10000000,33364.86000000,92621.14561700,92621.14561700
2021-01-27,207532.67672700,208128.98778300,186933.54344400,194121.68710500,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100,95911.96171100
2021-01-26,206191.36041300,210459.70227600,197134.05519900,207556.71327900,32254.19000000,32921.88000000,30837.37000000,32467.77000000,84972.20691000,84972.20691000
2021-01-25,206224.98601500,222945.41250000,203991.05700000,206191.42434000,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100,88499.22692100
2021-01-24,205065.03060000,211412.98170000,197534.43000000,206227.86273000,32078.00000000,33071.00000000,30900.00000000,32259.90000000,57978.03796600,57978.03796600
2021-01-23,210639.46500000,213874.17120000,200667.87583200,205065.03060000,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500,64595.28767500
2021-01-22,197227.51647300,216242.85833100,184429.39500000,210608.58825900,30851.99000000,33826.53000000,28850.00000000,32945.17000000,142971.68404900,142971.68404900
2021-01-21,226737.75392100,227580.12000000,192234.88170000,197215.62605100,35468.23000000,35600.00000000,30071.00000000,30850.13000000,131803.18292600,131803.18292600
2021-01-20,229510.33183800,232792.15223700,213516.18000000,226737.75392100,35901.94000000,36415.31000000,33400.00000000,35468.23000000,89368.42291800,89368.42291800
2021-01-19,234116.40004200,241963.69500000,229140.32236200,229443.52812300,36622.46000000,37850.00000000,35844.06000000,35891.49000000,79611.30776900,79611.30776900
2021-01-18,229018.41357300,239533.38224100,222465.96000000,234172.71972900,35824.99000000,37469.83000000,34800.00000000,36631.27000000,70698.11875000,70698.11875000
2021-01-17,230105.10864600,235586.97675000,216392.89500000,229041.55514700,35994.98000000,36852.50000000,33850.00000000,35828.61000000,80157.72738400,80157.72738400
2021-01-16,234851.36876100,242602.96500000,226031.80806000,230105.10864600,36737.43000000,37950.00000000,35357.80000000,35994.98000000,86348.43150800,86348.43150800
2021-01-15,250243.58396700,254095.50535200,219960.02160000,234881.98979400,39145.21000000,39747.76000000,34408.00000000,36742.22000000,118300.92091600,118300.92091600
2021-01-14,238904.02092600,256347.27000000,234619.95302100,250239.04515000,37371.38000000,40100.00000000,36701.23000000,39144.50000000,102950.38942100,102950.38942100
2021-01-13,217666.00120500,241963.69500000,206995.62600000,238904.02092600,34049.15000000,37850.00000000,32380.00000000,37371.38000000,124477.91493800,124477.91493800
2021-01-12,226367.87229900,234151.81560000,207960.92370000,217679.36194800,35410.37000000,36628.00000000,32531.00000000,34051.24000000,133948.15199600,133948.15199600
2021-01-11,243881.63285400,244615.00339800,194465.93400000,226330.15536900,38150.02000000,38264.74000000,30420.00000000,35404.47000000,249131.53994300,249131.53994300
2021-01-10,256271.96399400,264338.14500000,224454.79289700,243881.63285400,40088.22000000,41350.00000000,35111.11000000,38150.02000000,118209.54450300,118209.54450300
2021-01-09,259460.25919200,264529.92600000,247525.34400000,256271.96399400,40586.96000000,41380.00000000,38720.00000000,40088.22000000,75785.97967500,75785.97967500
2021-01-08,252080.01489600,268173.76500000,233333.55000000,259433.72948700,39432.48000000,41950.00000000,36500.00000000,40582.81000000,139789.95749900,139789.95749900
2021-01-07,235055.48767200,258041.33550000,232055.01000000,252078.73635600,36769.36000000,40365.00000000,36300.00000000,39432.28000000,132825.70043700,132825.70043700
2021-01-06,217029.16043100,236141.28776700,212800.19760000,235055.48767200,33949.53000000,36939.21000000,33288.00000000,36769.36000000,127139.20131000,127139.20131000
2021-01-05,204500.87482500,219653.17200000,191141.73000000,217029.16043100,31989.75000000,34360.00000000,29900.00000000,33949.53000000,116049.99703800,116049.99703800
2021-01-04,210959.41963500,214794.72000000,179826.65100000,204494.22641700,33000.05000000,33600.00000000,28130.00000000,31988.71000000,140899.88569000,140899.88569000
2021-01-03,205694.39191500,222326.02379700,204329.80617300,210959.41963500,32176.45000000,34778.11000000,31962.99000000,33000.05000000,120957.56675000,120957.56675000
2021-01-02,187508.75859000,212876.91000000,185046.48233100,205706.41019100,29331.70000000,33300.00000000,28946.53000000,32178.33000000,129993.87336200,129993.87336200
2021-01-01,184900.08950100,189223.92000000,182988.28863900,187508.69466300,28923.63000000,29600.00000000,28624.57000000,29331.69000000,54182.92501100,54182.92501100
2020-12-31,184592.72848500,187306.11000000,178036.69500000,184900.08950100,28875.55000000,29300.00000000,27850.00000000,28923.63000000,75508.50515200,75508.50515200
2020-12-30,175064.08950000,185362.72920000,174648.56400000,184592.66455800,27385.00000000,28996.00000000,27320.00000000,28875.54000000,95356.05782600,95356.05782600
2020-12-29,173110.60823400,175223.90700000,165443.07600000,175064.08950000,27079.42000000,27410.00000000,25880.00000000,27385.00000000,69411.59260600,69411.59260600
2020-12-28,168010.00075800,175799.25000000,166855.86270000,173110.54430700,26281.54000000,27500.00000000,26101.00000000,27079.41000000,79721.74249600,79721.74249600
2020-12-27,169364.35818000,181693.31940000,164292.39000000,168010.76788200,26493.40000000,28422.00000000,25700.00000000,26281.66000000,148455.58621400,148455.58621400
2020-12-26,157979.40696900,171752.86268100,156621.15000000,169364.29425300,24712.47000000,26867.03000000,24500.00000000,26493.39000000,97806.51338600,97806.51338600
2020-12-25,151692.31437300,158474.13802200,149803.97472000,157979.40696900,23728.99000000,24789.86000000,23433.60000000,24712.47000000,79519.94356900,79519.94356900
2020-12-24,148517.69955300,152110.65266100,145136.15303400,151693.65684000,23232.39000000,23794.43000000,22703.42000000,23729.20000000,69013.83425200,69013.83425200
2020-12-23,152215.23723300,154064.07000000,144475.02000000,148520.06485200,23810.79000000,24100.00000000,22600.00000000,23232.76000000,119047.25973300,119047.25973300
2020-12-22,145241.37687600,152383.42917000,142898.58018000,152215.23723300,22719.88000000,23837.10000000,22353.40000000,23810.79000000,87033.12616000,87033.12616000
2020-12-21,149944.23055800,154081.77777900,139456.75050000,145240.29011700,23455.54000000,24102.77000000,21815.00000000,22719.71000000,88030.29724300,88030.29724300
2020-12-20,152284.34232000,155310.64650000,147415.66200000,149944.10270400,23821.60000000,24295.00000000,23060.00000000,23455.52000000,76690.14568500,76690.14568500
2020-12-19,147718.61205300,154520.95626900,145433.92500000,152284.40624700,23107.39000000,24171.47000000,22750.00000000,23821.61000000,86045.06467700,86045.06467700
2020-12-18,145735.34080500,148855.17018600,142876.84500000,147718.61205300,22797.15000000,23285.18000000,22350.00000000,23107.39000000,79646.13431500,79646.13431500
2020-12-17,136391.57870400,152146.26000000,135717.02100000,145735.40473200,21335.52000000,23800.00000000,21230.00000000,22797.16000000,184882.47674800,184882.47674800
2020-12-16,124187.33906100,137826.61200000,123242.30622000,136391.57870400,19426.43000000,21560.00000000,19278.60000000,21335.52000000,114306.33557000,114306.33557000
2020-12-15,123210.91806300,125105.13900000,121780.93500000,124187.33906100,19273.69000000,19570.00000000,19050.00000000,19426.43000000,61834.36601100,61834.36601100
2020-12-14,122579.95857300,123692.35230000,121461.30000000,123207.40207800,19174.99000000,19349.00000000,19000.00000000,19273.14000000,47257.20129400,47257.20129400
2020-12-13,120238.31256300,124088.69970000,119614.57682400,122579.95857300,18808.69000000,19411.00000000,18711.12000000,19174.99000000,56560.82174400,56560.82174400
2020-12-12,115302.12533100,121133.09878200,115200.92889000,120238.31256300,18036.53000000,18948.66000000,18020.70000000,18808.69000000,49519.97843200,49519.97843200
2020-12-11,116697.52388700,116939.93507100,112334.63399100,115302.12533100,18254.81000000,18292.73000000,17572.33000000,18036.53000000,72610.72425900,72610.72425900
2020-12-10,118528.90458300,118631.37956400,114500.41682400,116696.37320100,18541.29000000,18557.32000000,17911.12000000,18254.63000000,52890.67509400,52890.67509400
2020-12-09,117140.53799700,119157.17913900,112831.15500000,118528.84065600,18324.11000000,18639.57000000,17650.00000000,18541.28000000,79585.55380100,79585.55380100
2020-12-08,122528.24163000,123346.12366800,116347.14000000,117140.53799700,19166.90000000,19294.84000000,18200.00000000,18324.11000000,61626.94761400,61626.94761400
2020-12-07,123754.16970900,124152.05135700,120840.44097600,122528.24163000,19358.67000000,19420.91000000,18902.88000000,19166.90000000,41372.29629300,41372.29629300
2020-12-06,122405.24608200,124146.23400000,120547.14390000,123758.83638000,19147.66000000,19420.00000000,18857.00000000,19359.40000000,37043.09186100,37043.09186100
2020-12-05,119227.11527700,122592.80790000,118264.95000000,122405.24608200,18650.51000000,19177.00000000,18500.00000000,19147.66000000,42922.74857300,42922.74857300
2020-12-04,124161.19291800,124830.25290000,118682.45723700,119227.17920400,19422.34000000,19527.00000000,18565.31000000,18650.52000000,71283.66820000,71283.66820000
2020-12-03,122765.92221600,125284.13460000,120612.34944000,124158.38013000,19204.08000000,19598.00000000,18867.20000000,19421.90000000,66689.39127900,66689.39127900
2020-12-02,119958.75979200,123647.60340000,117178.19100000,122765.98614300,18764.96000000,19342.00000000,18330.00000000,19204.09000000,75911.01347800,75911.01347800
2020-12-01,125909.78814900,127138.01760000,115075.75982400,119958.75979200,19695.87000000,19888.00000000,18001.12000000,18764.96000000,127698.76265200,127698.76265200
2020-11-30,116251.24950000,126979.22293200,116251.18557300,125909.78814900,18185.00000000,19863.16000000,18184.99000000,19695.87000000,115463.46688800,115463.46688800
2020-11-29,113277.62116800,117370.29163500,111980.92590000,116251.18557300,17719.84000000,18360.05000000,17517.00000000,18184.99000000,55329.01630300,55329.01630300
2020-11-28,109567.87343100,114304.60842300,107816.46541200,113277.68509500,17139.53000000,17880.49000000,16865.56000000,17719.85000000,64910.69997000,64910.69997000
2020-11-27,109631.41686900,111601.32737400,105083.71401600,109567.80950400,17149.47000000,17457.62000000,16438.08000000,17139.52000000,85297.02478700,85297.02478700
2020-11-26,119663.86454100,120918.11228100,103485.02760000,109631.41686900,18718.83000000,18915.03000000,16188.00000000,17149.47000000,181005.24669300,181005.24669300
2020-11-25,122484.13200000,124556.70926700,118266.67602900,119665.65449700,19160.00000000,19484.21000000,18500.27000000,18719.11000000,93266.57688700,93266.57688700
2020-11-24,117421.17752700,124139.64951900,115183.66860000,122484.19592700,18368.01000000,19418.97000000,18018.00000000,19160.01000000,113581.50924100,113581.50924100
2020-11-23,117714.41067600,119965.40820000,115068.60000000,117421.11360000,18413.88000000,18766.00000000,18000.00000000,18368.00000000,82961.50609300,82961.50609300
2020-11-22,119567.78226000,119863.12500000,112580.94472200,117717.92666100,18703.80000000,18750.00000000,17610.86000000,18414.43000000,81645.73777800,81645.73777800
2020-11-21,119260.03768200,121243.30893000,117041.25936600,119567.78226000,18655.66000000,18965.90000000,18308.58000000,18703.80000000,75577.45839400,75577.45839400
2020-11-20,113808.02348700,120280.05689400,113406.75370800,119260.10160900,17802.81000000,18815.22000000,17740.04000000,18655.67000000,88423.01848900,88423.01848900
2020-11-19,113647.82242500,116218.00746000,110821.60975500,113808.08741400,17777.75000000,18179.80000000,17335.65000000,17802.82000000,93009.56100800,93009.56100800
2020-11-18,112891.11852600,118117.47041100,110046.81451500,113637.40232400,17659.38000000,18476.93000000,17214.45000000,17776.12000000,149019.78813400,149019.78813400
2020-11-17,106841.70651600,114166.07861400,105722.47260000,112891.11852600,16713.08000000,17858.82000000,16538.00000000,17659.38000000,115221.40310200,115221.40310200
2020-11-16,102008.31390000,107908.77600000,101413.79280000,106844.83893900,15957.00000000,16880.00000000,15864.00000000,16713.57000000,81300.67592400,81300.67592400
2020-11-15,102727.87621200,103433.88600000,100843.05254400,102008.31390000,16069.56000000,16180.00000000,15774.72000000,15957.00000000,43596.84151300,43596.84151300
2020-11-14,104329.11970800,104373.54897300,100173.60900000,102733.56571500,16320.04000000,16326.99000000,15670.00000000,16070.45000000,59116.34717900,59116.34717900
2020-11-13,104148.90949500,105351.69600000,101978.58784500,104333.33889000,16291.85000000,16480.00000000,15952.35000000,16320.70000000,75691.88101400,75691.88101400
2020-11-12,100264.70497500,104461.19289000,98707.37932800,104148.97342200,15684.25000000,16340.70000000,15440.64000000,16291.86000000,102196.35659200,102196.35659200
2020-11-11,97790.47436700,102059.45550000,97633.66143600,100264.64104800,15297.21000000,15965.00000000,15272.68000000,15684.24000000,78469.74645800,78469.74645800
2020-11-10,97989.92660700,98831.14200000,96353.71504200,97790.47436700,15328.41000000,15460.00000000,15072.46000000,15297.21000000,61681.91960600,61681.91960600
2020-11-09,98927.67177000,101260.36800000,94647.37555800,97989.92660700,15475.10000000,15840.00000000,14805.54000000,15328.41000000,108976.33413400,108976.33413400
2020-11-08,94728.94641000,100045.75500000,93997.49367600,98927.67177000,14818.30000000,15650.00000000,14703.88000000,15475.10000000,65547.17857400,65547.17857400
2020-11-07,99597.81851100,100707.52730400,91698.29519400,94728.94641000,15579.93000000,15753.52000000,14344.22000000,14818.30000000,101431.20655300,101431.20655300
2020-11-06,99662.32085400,102027.49200000,96951.68820000,99597.75458400,15590.02000000,15960.00000000,15166.00000000,15579.92000000,122618.19769500,122618.19769500
